id,comment
00489-050,"@user Ajá muy bonito el discurso, ¿Pero qué sucede cuando los niños en centros de adopción, no son adoptados?, ¿Sabes que estos sitios también son un caldo de cultivo para que gente inescrupulosa los adopte para destinarlos al tráfico de órganos, trata de blancas, trabajo infantil etc?. 

Un orfanato jamás será un hogar, por más bonito que lo pinten, esos niños no tienen un futuro asegurado y no diría la mayoría porque no tengo cifras, pero si un gran porcentaje terminan en la mala vida porque no tienen un ejemplo a seguir y una mano que los corrija, entonces terminan siendo delincuentes, drogadictos y viviendo de cárcel en cárceles porque no les queda de otra. 

Hay que verlo desde esa óptica... Es más, aunque prohíbas el aborto, igualito seguirá existiendo clandestinamente, y por sino sabías, es la 3era causa de muertes femeninas, porque lo practican en espacios no adecuados donde agarran infección o hay mala praxis. Dicho eso, prohibirlo, es como prohibir el alcohol, un absurdo y sin sentido total. No solo se trata de humanidad, es cuestión de sanidad también, hasta económica ya que se acaba el mercado negro y esos impuestos irían a educación, salud y/o seguridad.

¿Que hay parejas homosexuales o infértiles que quieren niños?, genial, que alquilen un vientre, den sus genes y ya está, tienen a su bebé con su sangre y todo... Pero también se da el caso de las que no quieren, ¿Les vamos obligar a parir?, son seres humanos por lo tanto su decisión, no vacas de un ganado. Es una doble moral e injusticia mires por donde lo mires."
00489-051,"Jajaja vaya parrafada te has pegado. 
En serio estás diciendo qué cómo puede ser que su futuro sea malo o no es mejor matarlo?
Jajaja estás hecho polvo de la cabeza."
00489-052,"@user Claro, solo lees lo que quieres escuchar. Cuando mucho tendrás 3 neuronas, igual que los demás 'pro-vida' que al ver un niño hambriento en la calle, no les dan ni las sobras de la comida... Sigue con tu hipocresía, con gente así de terca y marginal no se puede razonar, me retiro con una buena noticia, cada vez más países permiten el aborto, así le palpite el ano."
00489-053,@user tú eres hombre no sabes lo que es llevar a un hijo en el vientre. Además no puedes decidir por alguien más.
00489-054,@user la mentalidad esa es la que no debería seguir existiendo.
00489-055,@user es un hijo no deseado no lo puedes proteger. Eso es tener amplio criterio. Suena cruel pues aprende lo mismo que debería sonar cruel una violación pero lo ven como algo normal me parece.
00489-056,"@user con todo respeto pero no estoy de acuerdo, difiero con tu “amplio criterio"" definitivamente no ves todo el panorama pero bueno, y en cuanto a la violación eso no tiene nada de normal así como el aborto, ambos no son normales."
00489-057,"@user no entiendo cuando te refieres que a esa mentalidad no debería de existir, a qué mentalidad te refieres?
Si hablas de una mentalidad de violador, si estoy de acuerdo con eso, no debería de existir una mentalidad de violador, pero si te refieres a una mentalidad que difiere tus opiniones, creo que eso no es muestra de amplio criterio"
00489-058,@user no tiene nada que ver una persona enferma para nada e dicho algo de eso. No tiene absolutamente nada esas personas viven felices con las personas que las aman y solo están mal si obviamente no tiene recursos necesarios para su enfermedad eso no nos diferencia en nada a los que no somos enfermos.
00489-059,"@user claro lo que estás diciendo tu es olvidemos el tema de las violaciones ya que ellas quieren abortar. Paso a ser estúpido lo de las violaciones, otro tema . Da lo mismo ni entiendo cómo pueden oponerse tanto sin darse cuenta como está educada la sociedad machista que si existe en este tiempo aunque digan que fue hace años."
00489-060,@user la mentalidad de decir que las violaciones seguirán existiendo y viendolo como algo tan normal. Desde ese punto viene la educación que debemos cambiar. Hay cosas que se filtran y son impotantes y cosas que fomentan que no son buenas y en eso debemos estar unidos todos como seres humanos. Porque la educación es lo más importante como sociedad.
00489-061,@user La verdad no entiendo el contexto que tiene que ver las personas enfermas
00489-062,"@user yo no dije eso, obviamente esos temas son importantes, nose a qué viene tus comentarios, pero si buscas la solución de las violaciones bueno, los abortos no son la solución pero, obvio eso no quiere decir que no hay que pensar en soluciones, soluciones que sean reales y protejan a todas las personas de estos crímenes terribles, así que, las violaciones son un tema muy importante que hay que resolver, así que tus palabras de que pasan a segundo plano nada que ver"
00489-063,"@user claro que las violaciones no hay que verlos normal y nadie aquí lo está viendo normal, y no tiene sentido lo que dices porque tú quieres ver cómo algo normal el asesinar a un ser vivo solo porque no fue deseado, no porque no esté desarrollado completamente no quiere decir que no tenga valor"
00489-064,"@user y solo para que te quede claro me importa mucho el tema de las violaciones, quisiera que esto tuviese fin, que ni una mujer, niño o varón sufra de estos actos, me importa mucho quiero soluciones reales, y no, no veo como solución el aborto, ya que el asesinato de un ser vivo no soluciona un delito, no podemos solucionar un delito con otro delito, le genética moderna avala que un feto tiene un ADN y carga diferente a la madre y apartir de esa información se establece que el feto es un ser vivo, así que si quiero soluciones para la violación, pero el asesinato de un feto o más bien dicho de un ser vivo a qué ustedes llaman a esa acción como aborto, no lo considero como algo viable"
00489-065,@user yo tampoco lo entendí cuando lo compraste con el aborto.
00489-066,"A mí me párese, que este chico no sea muy listo"
00489-067,No hay señales de vida inteligente
00489-068,"@user Yo no sé lo que es llevar un niño en el vientre, pero se lo que es tener hijos y lo que se quieren , se lo que es contar cada día que pasa esperando a que nazca y lo que es ayudarlos a nacerer en el parto y cortar el cordón umbilical y sufrir por mis niños pensando ,dios que no les pase nada. Tú si lo sabes? O hablas por hablar? Eres madre? Supongo que ahora me dirás que sí, jajaja pero no me lo creo que siendo madre seas pro aborto."
00489-069,"@user No sabes nada de mí,tú no sabes cómo soy yo , deja de encasillar y d'etiquetar a las personas por el simple hecho de que piensen diferente a ti, el hipócrita eres tú."
00489-070,"@user no es lo mismo que un niño no deseado de una relación sexual no deseada . Eso deberías dejarlo decidir a la persona traumada. Ya que las personas no son objetos. Y esa es la idea que dejen de mirar a la mujer como a un objeto. Y no no soy madre pero si sufro por los demás animales , niños , ancianos y todo eso así que no soy una insensible. Solo hay que ser comprensivo con los demás."
00489-071,@user mira estaba todo bien . Hasta que desprestiguaste al movimiento que solo busca exigir los mismos derechos que los hombres y que dejen de ver a la mujer como objeto. Si dices eso es lo mismo que ese movimiento está exigiendo. Que se preocupen de mofarse y burlarse es solo para desmerecer a las mujeres. Eso es súper contradictorio en tu comentario. Porque las mujeres no son objetos para que digan lo que quieran porque no cuesta tanto escuchar y no solo eso darse cuenta como nos tratan. Pero quieren seguir igual por eso tratan a toda costa opacar a las mujeres.
00489-072,"@user si es mejor porque ese niño no alcanza a tener conciencia de lo que vivirán. Acaso tú lo ayudarás a qué comprenda que fue producto de una violación y su mamá aún sufre por eso .? Y crees que el tendrá el apoyo de su familia, estás seguro de eso?"
00489-073,"@user se comprensiva también con esa vida ,nadie obliga a criarlo.
No hay por que matarlo se puede dar en adopción.
Eso es lo que no os entra en la cabeza."
00489-074,"@user Chica yo defiendo todos los derechos, pero no interpongo ninguno por encima de otro, yo apoyo a las mujeres que se quieren desenvolver libremente en su entorno, que vivan sin violencia ni trabas de ningún tipo. Y sí, apoyo su derecho a DECIDIR sobre su cuerpo, así como el PADRE de estar de acuerdo con dicha decisión, porque él también procreó la criatura, por lo tanto, TAMBIÉN debería tener derecho a decidir si interrumpir el embarazo o no, porque hay papás que quieren ver a su niño, pero la mujer aborta, ¿Me explico?. Es una lucha por la igualdad de género, que es la que debería darse...

Ahora, de ahí a considerarme y apoyar el 'feminismo' estoy enfáticamente en contra, porque me parece cambiar una 'dictadura' (machismo) por otra... Al menos yo, no me considero violador ni opresor, por lo tanto esa generalización que hacen Uds. me parece una mala forma exigir sus derechos, ya con esas ofensas, empiezan con el pie izquierdo.

¿Por qué no dicen que Uds. tienen más beneficios en los tribunales?, Tú bien sabes, que por lo menos 7 de cada 10 mujeres ganan la custodia sobre los hijos, y si denuncian violación, van 25/30/40 años de cárcel o cadena perpetua/pena de muerte para el violador (que estoy plenamente de acuerdo), pero cuando es al revés, que los hombres son la víctima, el juez o no se lo toma en serio, o le dicta una condena ridícula a la violadora, y eso es una verdad a leguas que no me vas a negar, además; ¿Cuántos hombres son víctimas de violencia de género?, miles y miles, pero callan porque saben que esa guerra la tienen perdida, y podría seguir hasta escribir un libro... ¿Qué más, aparte del aborto que si es legítimo, quieren Uds.?. La verdadera lucha feminista se dió en los 50' amiga, esa si fue justificada... Pero las luchas actuales, me vas a disculpar, pero lo que dan es pena ajena, haciendo comentarios mal sanos de toda índole contra los hombres, de ahí el rechazo que se les tiene... Éste video es una pequeña muestra de lo que digo."
00489-075,"@user creo que estás equla mujer no quiere más derechos que los hombres , ni tampoco generalizan al decir el violador eres tú. No comprenden el fondo de los hechos y la sociedad dirigida a la promiscuidad y la falta de educación sobre todo del respeto hacia las mujeres. Que viene de la mano de ambos sexos al juzgar más a mujeres solteras que a hombres solteros y de cualquier caso. Es educación solamente y la mentalidad brutal que tienen a los hombres que también son seres humanos no son unos superhéroes para explotarlos. Al final es todo lo mismo las personas que controlan todo hacen que hombres y mujeres se separen solo por perjudicar en televisión y fomentar que esto es porquería. Cuando en realidad la mujer se está empoderando ya de tantas ataduras mentales que la mayoría no le gusta. Basta de estereotipos y empezemos a respetar a las personas no por como se ven ni lo material que obtenga sino por lo que es cada uno que no todos podemos expresarnos de la misma manera o sino seríamos robots. El rechazo es simplemente el machismo encarnado en la sociedad que hasta yo e tenido comentarios machistas cuando una chica actúa anormal para atraer al sexo opuesto."
00489-076,"@user claro que no porque no podemos ponernos en el caso porque no nos a pasado. Pero deberías respetar la decisión de cada quien con su vida , ya que nadie ayuda a nadie solo critican y eso es perjudicar"
