id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
00194-6,@user Jajajajaja en verdad no sabes? por que la mujer tiene que hacer la comida?,@user jajajajaja en verdad no sabes por que la mujer tiene que hacer la comida,@user jajajajaja verdad sabes mujer hacer comida,Opinion about the video or content,yes
00194-7,@user a tendria que aberme dado cuenta que eras feminista,@user a tendria que aberme dado cuenta que eras feminista,@user tendria aberme dado cuenta feminista,Evaluation of the interlocutor,no
00194-8,"@user Primero no soy, aprende a escribir primero y después comentas :)",@user primero no soy aprende a escribir primero y después comentas,@user primero aprende escribir primero después comentas,Evaluation of the interlocutor,no
195,Me da risa escuchar esto jajajajajaja,me da risa escuchar esto jajajajajaja,da risa escuchar jajajajajaja,Evaluation of the interlocutor,no
196,"coronavirus es un macho opresor, el violador eras tu",coronavirus es un macho opresor el violador eras tu,coronavirus macho opresor violador,Other topic,no
197,Vayan a lavar sus calzones...,vayan a lavar sus calzones,vayan lavar calzones,Opinion about the video or content,yes
198,Guerreras😊,guerreras,guerreras,Opinion about the video or content,yes
00198-1,Ajajajajajajja nada mas pierden el tiempo,ajajajajajajja nada mas pierden el tiempo,ajajajajajajja mas pierden tiempo,Opinion about the video or content,yes
00198-2,@user Si se pierdes tiempo en comentar weas,@user si se pierdes tiempo en comentar weas,@user si pierdes tiempo comentar weas,Evaluation of the interlocutor,no
199,JAJAJAJAJAJAJAJAJAJA ALTAS BOBAS BAILANDO Y CANTANDO ASI PARA QUR CARAJO EXISTEN LAS PASTILLAS Y LAS PROTECCIONES MANGA DE TROLAS JAJAJSJSJA,jajajajajajajajajaja altas bobas bailando y cantando asi para qur carajo existen las pastillas y las protecciones manga de trolas jajajsjsja,jajajajajajajajajaja altas bobas bailando cantando asi qur carajo existen pastillas protecciones manga trolas jajajsjsja,Opinion about the video or content,yes
200,"Presidente:santo dios me descubrieron 
Gobierno:es tu culpa no te apoyamos por putos
Mujeres:somos sicopatas oy te turquiamos
Yo:no le lo quiero perdes","presidentesanto dios me descubrieron 
gobiernoes tu culpa no te apoyamos por putos
mujeressomos sicopatas oy te turquiamos
yono le lo quiero perdes",presidentesanto dios descubrieron gobiernoes culpa apoyamos putos mujeressomos sicopatas oy turquiamos yono quiero perdes,Other topic,no
00200-1,Me mame,me mame,mame,Evaluation of the interlocutor,no
201,Soy hombre y por nacimiento soy un violador,soy hombre y por nacimiento soy un violador,hombre nacimiento violador,Opinion about the video or content,yes
202,"No es por ser machista o algo pero me parece algo ESTUPIDO que hayan echo este himno
Edit:el meme provenia de aqui no jodas","no es por ser machista o algo pero me parece algo estupido que hayan echo este himno
editel meme provenia de aqui no jodas",ser machista parece estupido echo himno editel meme provenia aqui jodas,Opinion about the video or content,yes
203,Ridiculas,ridiculas,ridiculas,Opinion about the video or content,yes
204,Golpistas,golpistas,golpistas,Opinion about the video or content,yes
205,Y la culpa no era mia si no del chino que me comia 🦇,y la culpa no era mia si no del chino que me comia,culpa mia si chino comia,Other topic,no
206,Son pendejas mejor pónganse a lavar ropa,son pendejas mejor pónganse a lavar ropa,pendejas mejor pónganse lavar ropa,Opinion about the video or content,yes
00206-1,Si tu haces eso sigue haciéndolo y no te metas a internet,si tu haces eso sigue haciéndolo y no te metas a internet,si haces sigue haciéndolo metas internet,Personal exchange,no
207,"Nadie:
Absolutamente nadie:
Yo: Maldita sea, parece una canción de Superputa.","nadie
absolutamente nadie
yo maldita sea parece una canción de superputa",nadie absolutamente nadie maldita parece canción superputa,Other topic,no
00207-1,"Esacto,para justificar su puteria",esactopara justificar su puteria,esactopara justificar puteria,Evaluation of the interlocutor,no
00207-2,@user wtf,@user wtf,@user wtf,Evaluation of the interlocutor,no
208,"Están feas, gordas guangas, flacas, que asco y se nota que no se bañaron, no creo que alguien quiera violar esas cosas",están feas gordas guangas flacas que asco y se nota que no se bañaron no creo que alguien quiera violar esas cosas,feas gordas guangas flacas asco nota bañaron creo alguien quiera violar cosas,Opinion about the video or content,yes
209,Ahora no pueden manifestarse por Coronavirus,ahora no pueden manifestarse por coronavirus,ahora pueden manifestarse coronavirus,Other topic,no
210,Esa es la forma de reclamar por favor que pena mujeres....,esa es la forma de reclamar por favor que pena mujeres,forma reclamar favor pena mujeres,Evaluation of the interlocutor,no
211,Y NUNCA SE ENCUERARON :( :( :( :(,y nunca se encueraron,nunca encueraron,Opinion about the video or content,yes
212,"Leyendo con los ojos tapados, hay que llevarla al Vaticano",leyendo con los ojos tapados hay que llevarla al vaticano,leyendo ojos tapados llevarla vaticano,Opinion about the video or content,yes
213,Si hubiera una tercera guerra mundial sería de hombres contra mujeres?🤔 De ser así. Quiénes ganarian9_x40000000_,si hubiera una tercera guerra mundial sería de hombres contra mujeres de ser así quiénes ganariannuevexcuarenta,si tercera guerra mundial hombres mujeres ser así quiénes ganariannuevexcuarenta,Opinion about the video or content,yes
214,Gordas con pelo de astroboy,gordas con pelo de astroboy,gordas pelo astroboy,Opinion about the video or content,yes
215,Y las mujeres que abusan de los niños???,y las mujeres que abusan de los niños,mujeres abusan niños,Opinion about the video or content,yes
00215-1,Pues quejate por eso y arma tu manifestación,pues quejate por eso y arma tu manifestación,pues quejate arma manifestación,Personal exchange,no
00215-2,"Nada, literalmente no les importa, solo cuando les conviene",nada literalmente no les importa solo cuando les conviene,literalmente importa solo conviene,Personal exchange,no
00215-3,"@user es feminismo amigo, no es caridad, arma tu propio movimiento si tanto te molesta que se les ""ignore"" xdd",@user es feminismo amigo no es caridad arma tu propio movimiento si tanto te molesta que se les ignore xdd,@user feminismo amigo caridad arma propio movimiento si molesta ignore xdd,Evaluation of the interlocutor,no
00215-4,"@user feminismo significa IGUALDAD, seria mejor que en vez de querer arreglar el problema de una parte de la sociedad arreglen toda esta ( ya que en eso consiste el feminismo igualdad, pero veo que solamente les importan las mujeres pero las demás injusticias meh pasan de ellas )",@user feminismo significa igualdad seria mejor que en vez de querer arreglar el problema de una parte de la sociedad arreglen toda esta ya que en eso consiste el feminismo igualdad pero veo que solamente les importan las mujeres pero las demás injusticias meh pasan de ellas,@user feminismo significa igualdad seria mejor vez querer arreglar problema parte sociedad arreglen toda consiste feminismo igualdad veo solamente importan mujeres demás injusticias meh pasan,Opinion about the video or content,yes
217,Me dio ganas de bailar un pinche cumbion bien loco :v,me dio ganas de bailar un pinche cumbion bien loco v,dio ganas bailar pinche cumbion bien loco v,Opinion about the video or content,yes
218,es como el gato volador ! jajaja ! 🐈_x300030_,es como el gato volador jajaja xtres mil treinta,gato volador jajaja xtres mil treinta,Opinion about the video or content,yes
219,Jablan huevadas,jablan huevadas,jablan huevadas,Evaluation of the interlocutor,no
220,pues... a cocinar no v:?,pues a cocinar no v,pues cocinar v,Opinion about the video or content,yes
00220-1,Tu tienes las manos quemadas o que?,tu tienes las manos quemadas o que,manos quemadas,Personal exchange,no
00220-2,@user era broma? xd,@user era broma,@user broma,Personal exchange,no
221,"Y el minuto en el que preparan la cena?


3 doritos después: Taoph aparece muerto en un río.","y el minuto en el que preparan la cena


tres doritos después taoph aparece muerto en un río",minuto preparan cena tres doritos después taoph aparece muerto río,Opinion about the video or content,yes
00221-1,Me has hecho la noche x'D,me has hecho la noche,hecho noche,Personal exchange,no
00221-2,Jdr no quiero aparecer muerto en un río bro,jdr no quiero aparecer muerto en un río bro,jdr quiero aparecer muerto río bro,Evaluation of the interlocutor,no
00221-3,@user,@user,@user,Other topic,no
00221-4,No me quiero ir Don macho,no me quiero ir don macho,quiero ir don macho,Personal exchange,no
00221-5,"No te sabes hacer la cena pinche inútil, te la hago, con tal de que así cierres la boca un rato",no te sabes hacer la cena pinche inútil te la hago con tal de que así cierres la boca un rato,sabes hacer cena pinche inútil hago tal así cierres boca rato,Evaluation of the interlocutor,no
00221-6,@user aquí tienes a tu asesina Hugito...,@user aquí tienes a tu asesina hugito,@user aquí asesina hugito,Evaluation of the interlocutor,no
00221-7,@user jajajaja,@user jajajaja,@user jajajaja,Evaluation of the interlocutor,no
00221-8,😂😂)2,dos,dos,Evaluation of the interlocutor,no
222,Las Mujeres: 2:06 Los niños hombres:Ke,las mujeres doscientos seis los niños hombreske,mujeres doscientos seis niños hombreske,Other topic,no
00222-1,"Otro quw no tiene una comprensión mínima, ni puede analizar vagamente una letra xdd",otro quw no tiene una comprensión mínima ni puede analizar vagamente una letra xdd,quw comprensión mínima puede analizar vagamente letra xdd,Evaluation of the interlocutor,no
00222-2,Lo ago webeando sabias,lo ago webeando sabias,ago webeando sabias,Personal exchange,no
223,Se ponen la venda para no ver el ridículo que están haciendo,se ponen la venda para no ver el ridículo que están haciendo,ponen venda ver ridículo haciendo,Opinion about the video or content,yes
224,¿Ellas saben que esto en realidad destruye su movimiento y no lo ayuda?,ellas saben que esto en realidad destruye su movimiento y no lo ayuda,saben realidad destruye movimiento ayuda,Opinion about the video or content,yes
00224-01,La verdad es que no,la verdad es que no,verdad,Personal exchange,no
00224-02,Nope,nope,nope,Personal exchange,no
00224-03,No saben lo que no es cierto...,no saben lo que no es cierto,saben cierto,Other topic,no
