id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
01453-10,Y nos dejas la s de superiores 😎💪m,y nos dejas la s de superiores m,Y dejas superiores 😎💪m,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-11,@user gracias por escribir “onvres” con S de Superiores 😎💪ul,@user gracias por escribir “onvres con s de superiores ul,@user gracias escribir “onvres” S Superiores 😎💪ul,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-12,@user onvres con o de pendejOs uwu,@user onvres con o de pendejos,@user onvres pendejOs uwu,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-13,@user nunca dije que era insulto uvu,@user nunca dije que era insulto uvu,@user nunca dije insulto uvu,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01453-14,@user o de osos machos pecho peludos,@user o de osos machos pecho peludos,@user osos machos pecho peludos,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-01,Que hace el mostaza aca,que hace el mostaza aca,Que mostaza,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-03,@user que paso salsa bufalo y el picachu ajusco xdxdxd,@user que paso salsa bufalo y el picachu ajusco,@user paso salsa bufalo picachu ajusco xdxdxd,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-04,Por que pierdes ligas,por que pierdes ligas,Por pierdes ligas,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-05,@user fíjate que soy si iba a ganar kalos pero el productor dijo que extendieran la sería a nuevas generaciones,@user fíjate que soy si iba a ganar kalos pero el productor dijo que extendieran la sería a nuevas generaciones,@user fíjate iba ganar kalos productor dijo extendieran nuevas generaciones,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-06,"@user pero ganaste la de alola, y ahora vas por el campeonato mundial",@user pero ganaste la de alola y ahora vas por el campeonato mundial,"@user ganaste alola, ahora vas campeonato mundial",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-07,@user si pero el productor dijo el dinero es dinero i me mando al infinito y más allá a galar,@user si pero el productor dijo el dinero es dinero i me mando al infinito y más allá a galar,@user productor dijo dinero dinero mando infinito galar,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-08,"@user no, estas viajando por todo el mundo con Go para entrar en el ranking mundial de entrenadores",@user no estas viajando por todo el mundo con go para entrar en el ranking mundial de entrenadores,"@user no, viajando mundo Go entrar ranking mundial entrenadores",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-09,@user a mí no me critiques dile al productor,@user a mí no me critiques dile al productor,@user critiques dile productor,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-10,"@user no te crítico, te corrijo",@user no te crítico te corrijo,"@user crítico, corrijo",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-11,@user bueno quieres que le diga al productor de parte de ti,@user bueno quieres que le diga al productor de parte de ti,@user bueno quieres diga productor parte,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-12,"@user porfavor, y que traigan a Greninja",@user porfavor y que traigan a greninja,"@user porfavor, traigan Greninja",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-13,@user no lo sé no estoy muy autorizado a decir esto pero los productores piensan traer a alguien,@user no lo sé no estoy muy autorizado a decir esto pero los productores piensan traer a alguien,@user sé autorizado decir productores piensan traer alguien,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-18,si jajajajaja,si jajajajaja,jajajajaja,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-19,"@user en Brasil un chico se quitó la vida solo porque a su amiga se le ocurrió de la nada hacerle una denuncia falsa y terminó siendo acosado masivamente, la chica no ha recibido ningún castigo hasta el día de hoy",@user en brasil un chico se quitó la vida solo porque a su amiga se le ocurrió de la nada hacerle una denuncia falsa y terminó siendo acosado masivamente la chica no ha recibido ningún castigo hasta el día de hoy,"@user Brasil chico quitó vida solo amiga ocurrió hacerle denuncia falsa terminó siendo acosado masivamente, chica recibido ningún castigo día hoy",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-21,@user qué pasó? No te gustó el video?,@user qué pasó no te gustó el video,@user pasó? No gustó video?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-22,"@user AY PARA QUE ERES EL MISMO WN DE ANTES KABDKANDKSND. Qué weá bro, por qué estás tan obsesionado con el feminismo?? KSJDKSND",@user ay para que eres el mismo wn de antes kabdkandksnd qué weá bro por qué estás tan obsesionado con el feminismo ksjdksnd,"@user AY PARA QUE ERES EL MISMO WN DE ANTES KABDKANDKSND. Qué weá bro, tan obsesionado feminismo?? KSJDKSND",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-23,@user que tengas un buen día 👍T,@user que tengas un buen día t,@user buen día 👍T,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-24,@user JAHDKAJDKS,@user jahdkajdks,@user JAHDKAJDKS,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-25,"@user Porque no haces como red y capturas algunos legendarios, sos amigo de muchos pokemons legendarios y no cazas ni uno, si cazaras alguno serias casi invencible
PD: no te estoy tirando hate, te di un consejo para que ganes medallas y ligas mas faciles(sos un genio ash)","@user porque no haces como red y capturas algunos legendarios sos amigo de muchos pokemons legendarios y no cazas ni uno si cazaras alguno serias casi invencible
pd no te estoy tirando hate te di un consejo para que ganes medallas y ligas mas facilessos un genio ash","@user Porque haces red capturas legendarios, sos amigo pokemons legendarios cazas uno, cazaras alguno serias casi invencible PD: tirando hate, di consejo ganes medallas ligas faciles(sos genio ash)",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-26,@user quisiera pero no puedo los productores no me lo permiten,@user quisiera pero no puedo los productores no me lo permiten,@user quisiera puedo productores permiten,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-27,"@user No pasa nada, segui volviendote mas fuerte ;)",@user no pasa nada segui volviendote mas fuerte,"@user No pasa nada, segui volviendote fuerte ;)",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-28,@user no te preocupes seguiré asi,@user no te preocupes seguiré asi,@user preocupes seguiré,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-30,@user pero si tiene un Melmetal en Alola,@user pero si tiene un melmetal en alola,@user Melmetal Alola,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-31,"Yeyo jajajaja, tremendo periodicazo en el hocico le diste",yeyo jajajaja tremendo periodicazo en el hocico le diste,"Yeyo jajajaja, tremendo periodicazo hocico diste",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-32,"Cuando está canción se hizo meme, fue cuando la destrucción y el caos empezó, ARRIBA EL FEMINISMO",cuando está canción se hizo meme fue cuando la destrucción y el caos empezó arriba el feminismo,"Cuando canción hizo meme, destrucción caos empezó, ARRIBA EL FEMINISMO",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01458-33,@user Sarcasmo?,@user sarcasmo,@user Sarcasmo?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-01,porfavor cállate,porfavor cállate,porfavor cállate,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-02,@user calla tu,@user calla tu,@user calla,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-03,@user de seguro te mantiene tu mamá y andas diciendo esas cosas,@user de seguro te mantiene tu mamá y andas diciendo esas cosas,@user seguro mantiene mamá andas diciendo cosas,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-04,@user tengo 18 y tengo una casa solo mía,@user tengo dieciocho y tengo una casa solo mía,@user 18 casa solo,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-05,@user jaja la dejaste callada a la feminista esa,@user jaja la dejaste callada a la feminista esa,@user jaja dejaste callada feminista,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-08,"@user callada quedaste, un capo Man yo a los 18 voy a estar a 3 metros (bajo tierra)",@user callada quedaste un capo man yo a los dieciocho voy a estar a tres metros bajo tierra,"@user callada quedaste, capo Man 18 voy 3 metros (bajo tierra)",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-09,@user estudia kpo y verás que todo es fácil,@user estudia kpo y verás que todo es fácil,@user estudia kpo verás fácil,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-10,@user No nos cuentes tu vida nada la solicitó gracias,@user no nos cuentes tu vida nada la solicitó gracias,@user No cuentes vida solicitó gracias,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-11,@user grande bro la dejaste callada XD aunque tampoco es muy difícil 😎👌_x2e1323b2__xf00007fe_,@user grande bro la dejaste callada aunque tampoco es muy difícil xdosemil trescientos veintitrésbdosxfsietefe,@user grande bro dejaste callada XD aunque tampoco difícil 😎👌_x2e1323b2__xf00007fe_,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-12,ARRIBA ESPAÑAAAÁAAA,arriba españaáa,ARRIBA ESPAÑAAAÁAAA,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-14,@user [lincensia para comentar sin que me pregunten] 😎👊n,@user lincensia para comentar sin que me pregunten n,@user [lincensia comentar pregunten] 😎👊n,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-15,@user nisiquiera te dije a ti mira bien el comentario anterior mio pedazo de ciego,@user nisiquiera te dije a ti mira bien el comentario anterior mio pedazo de ciego,@user nisiquiera dije mira bien comentario anterior pedazo ciego,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-17,@user jajajajjaja ¿quien eres Paris Hilton?,@user jajajajjaja quien eres paris hilton,@user jajajajjaja ¿quien Paris Hilton?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-18,@user Es imposible que con 18 años tengas casa propia,@user es imposible que con dieciocho años tengas casa propia,@user Es imposible 18 años casa propia,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-19,"@user Nada en la vida es fácil, para ti será fácil porqué te mantienen",@user nada en la vida es fácil para ti será fácil porqué te mantienen,"@user Nada vida fácil, fácil porqué mantienen",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-20,@user te vas a morir a los 18 años?,@user te vas a morir a los dieciocho años,@user vas morir 18 años?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-21,"@user ni lo sé, pero es probable que algo me pase(o yo lo haga)antes de llegar a esa edad o en esa edad",@user ni lo sé pero es probable que algo me paseo yo lo hagaantes de llegar a esa edad o en esa edad,"@user sé, probable pase(o haga)antes llegar edad edad",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-22,si duermo en una litera arriba esta el patriarcado,si duermo en una litera arriba esta el patriarcado,duermo litera arriba patriarcado,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01459-23,"Yo se que tengo mi propia casa y trabajo para poder comer y darme siertos lujos y no es imposible, solo porque tu no lograste hacerlo no simifica que todos tampoco puedan",yo se que tengo mi propia casa y trabajo para poder comer y darme siertos lujos y no es imposible solo porque tu no lograste hacerlo no simifica que todos tampoco puedan,"Yo propia casa trabajo poder comer darme siertos lujos imposible, solo lograste hacerlo simifica tampoco puedan",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,yes
01461-02,"@user exacto culturas, la mayoría de África y son por temas RELIGIOSOS",@user exacto culturas la mayoría de áfrica y son por temas religiosos,"@user exacto culturas, mayoría África temas RELIGIOSOS",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-04,"@user Pues que yo sepa todo es por temas religiosos, además en la India específicamente en Nepal se toma a una niña de 4 a 7 y se le es categotizada una Diosa viviente.",@user pues que yo sepa todo es por temas religiosos además en la india específicamente en nepal se toma a una niña de cuatro a siete y se le es categotizada una diosa viviente,"@user Pues sepa temas religiosos, además India específicamente Nepal toma niña 4 7 categotizada Diosa viviente.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,yes
01461-06,@user Como todas la feministas se queda sin argumentos y corta la charla.,@user como todas la feministas se queda sin argumentos y corta la charla,@user Como todas feministas queda argumentos corta charla.,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-07,@user ¿A usted la juzgaron por nacer mujer?,@user a usted la juzgaron por nacer mujer,@user ¿A usted juzgaron nacer mujer?,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-12,"@user Fíjate más lugares de la india y otros países, no mires lo que te conviene.",@user fíjate más lugares de la india y otros países no mires lo que te conviene,"@user Fíjate lugares india países, mires conviene.",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-13,"@user ¿Por qué presupone? Naciste varón, desde ahí tu vida es más simple. En fin, dale, vivan las bendis🥰i",@user por qué presupone naciste varón desde ahí tu vida es más simple en fin dale vivan las bendisi,"@user ¿Por presupone? Naciste varón, vida simple. En fin, dale, vivan bendis🥰i",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-14,"@user en que sentido por nacer hombre la vida es más fácil, porque yo trabajo todos los días con mi papá para ahorrar y comprarme mis cosas",@user en que sentido por nacer hombre la vida es más fácil porque yo trabajo todos los días con mi papá para ahorrar y comprarme mis cosas,"@user nacer hombre vida fácil, trabajo días papá ahorrar comprarme cosas",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-15,"@user Lo dices por que no tuviste a alguien que te amara y estas tan ardida por saber que tenemos familia y tu no...
Eso explica tu demencia","@user lo dices por que no tuviste a alguien que te amara y estas tan ardida por saber que tenemos familia y tu no
eso explica tu demencia",@user Lo dices alguien amara tan ardida saber familia no... Eso explica demencia,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
01461-18,@user desde mi punto de vista no su sede ese ejemplo,@user desde mi punto de vista no su sede ese ejemplo,@user punto vista sede ejemplo,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,no,no
